TransactionID,UserID,TransactionAmount,TransactionType,CardType,Timestamp,Merchant,Location,DeviceType,IsFraud
fbf0f3ee-39e4-4998-a678-96d336756001,U1918,127.3,Onlne,credit,2025-03-20T02:16:50,Reese PLC,Heatherhaven,,0
96516655-89d5-44e2-a477-66e5f7feed32,U7713,4.13,ATM,Credit,2025-02-16T21:08:01,,,desktop,0
b546082e-290b-42a1-825d-a25bcb267d6b,U4167,55.42,online,Debit,2025-04-02T22:49:11,,,tablet,0
afc81aa7-09a2-48db-a338-def87ba9db22,U7120,57.84,atm,dbit,2025-03-13T04:41:41,"Patterson, Johnson and Torres",,mobile,0
a6294aff-663b-46a5-845d-aad091b26457,U8808,77.54,atm,credit,2025-04-14T01:42:01,,Lake Kimberly,desktop,0
2642c8ae-95fb-4aeb-9ac8-12dd955c2db0,U8218,3.82,atm,credt,2025-03-28T00:47:07,Duncan Ltd,North Caitlin,desktop,0
bb49fd75-3129-42a7-b74c-fd200142b1ef,U3082,52.94,online,dbit,2025-04-08T19:47:57,Wilson LLC,,,0
c20d0bba-8278-4afe-9ee9-2eaf195a1d6d,U4463,75.01,online,credt,2025-01-11T21:35:54,,East Anitafort,mobile,0
90d62cc9-3d18-47a3-9ffe-d6629ae49562,U8037,80.41,online,credit,2025-03-03T22:00:59,"Macias, Johnson and Bowen",,dsk,0
663b5d5a-1270-46e7-a69e-78cccf4481c4,U6623,149.39,atm,Debit,2025-02-21T19:29:55,Buck-Mendez,New Kristopher,mobile,0
5466039c-b538-417e-a172-75602aafaa3c,U8768,46.59,swipe,debit,2025-01-04T16:02:03,Thompson Ltd,Jonestown,tablet,0
a3099d6f-64c7-4473-9a2e-bb21a4f41936,U3380,15.66,atm,dbit,2025-01-22T08:08:36,,,tablet,0
5e772798-879f-459e-ad66-0f88352246f9,U7865,6.38,Onlne,credt,2025-02-10T07:40:57,Thomas-Harris,,,0
cc04d70a-a62f-4740-8bc7-5a588de14971,U5413,95.8,swpie,Debit,2025-04-05T06:53:53,,,mobile,0
d8d0f76a-edf3-4088-94c9-f3a24a1189da,U8955,55.79,ATM,dbit,2025-03-29T07:58:04,Rowe-Miller,South Dawnhaven,,0
b4216efd-92f0-43bf-857c-2249e005c4a8,U4480,342.71,ATM,,2025-03-03T17:27:39,"Hart, Chandler and Snyder",,Mobile,0
ad3b8820-bdc5-43dc-a3fe-39372eca693c,U4575,27.39,swpie,debit,2025-04-14T17:45:36,,,dsk,0
5c7a1587-24ed-4a8a-abd5-63459476cff7,U9662,51.15,online,credt,2025-03-30T11:38:17,,Port Edwardchester,desktop,0
2961da99-011c-4a20-a36e-5dc953435a43,U6666,28.7,swpie,,2025-02-15T12:18:02,"Aguilar, Washington and Preston",,mobile,0
e41cb71e-b7f8-4dd2-b7a4-dc43b01da877,U4127,13.32,Onlne,credt,2025-03-02T23:29:38,Warner Ltd,,dsk,0
b9afd725-ffc0-4b59-b291-825543355a5b,U6246,72.87,swipe,Credit,2025-04-05T13:51:37,White-Harvey,Lake Dawn,dsk,0
c681fec7-8038-4fc6-8079-328356a3a7cf,U5002,44.66,ATM,credt,2025-01-12T06:59:04,"Ford, Williams and Potts",West Cory,,0
90407b41-eaed-4e9c-b200-e67b13c00be4,U2786,,swipe,dbit,2025-03-19T01:01:17,,Castrofort,,0
f4c35a1a-2816-4f42-86d9-dce10362172a,U8337,97.85,swipe,Debit,2025-04-16T00:40:11,"Juarez, Mcgrath and Smith",,dsk,0
c9dbeefd-015b-4373-8a53-69a1630d269e,U5638,102.19,swipe,Debit,2025-03-19T16:38:30,"Hubbard, Sanchez and Potter",,desktop,0
a8c68543-ae01-494b-bad7-93124e011bfe,U5362,189.32,swpie,dbit,2025-01-28T11:54:51,,South Stevenstad,mobile,0
481841f2-931e-413e-ae00-7291627e6e39,U2237,29.93,atm,dbit,2025-03-05T17:02:52,Huang-Smith,Justinbury,dsk,0
f53aa9b0-7c51-4d61-ab73-029c4a63de00,U6364,36.06,Onlne,credt,2025-03-16T06:47:45,,Patriciamouth,tablet,0
56e2071b-1542-4bd3-92a2-5e289455e088,U4131,154.26,Onlne,credit,2025-01-23T06:17:50,,,,0
ed9bb17d-3c06-45ce-a4cb-b6a2eb521edc,U3193,53.47,Onlne,dbit,2025-02-16T04:51:28,,,Mobile,0
a862145d-549a-4438-b1a5-76c9bf313bc6,U5738,31.71,Onlne,Credit,2025-02-17T08:30:09,Velasquez and Sons,,desktop,0
75e04297-a4d1-4da8-93d6-e2134898a985,U1962,39.23,swipe,dbit,2025-01-23T00:48:29,,,Mobile,0
e53c4c6b-a3a3-4ba5-aa47-f91518e9e206,U1480,58.44,Onlne,debit,2025-03-19T19:42:48,Clark LLC,Marshallshire,,0
d6d528ed-f45e-4875-8a07-2c103efe43e0,U3833,40.33,ATM,credt,2025-02-03T19:12:12,Hall Inc,,desktop,0
6938ad93-1230-45f2-a8e7-be97f6a2e2ff,U1063,171.86,swpie,Debit,2025-03-05T22:17:37,,Freemanmouth,desktop,0
14d58f1b-5d86-458c-a156-e8545e96ef21,U8568,110.22,swipe,credt,2025-02-01T05:11:13,Shannon-Moore,,desktop,0
01e54c15-8bfe-4cd9-a7c4-2fabe5bb0d26,U4750,27.94,Onlne,Credit,2025-01-01T10:05:07,Barnes Ltd,,Mobile,0
512b9d71-7037-4deb-9ba4-2b018f11b7b4,U8401,72.32,atm,credit,2025-04-15T16:38:58,,West Carrie,tablet,0
6778b284-4a16-4539-b0bb-705e71398f45,U8354,34.32,Onlne,credt,2025-03-29T23:01:10,,Aliciastad,tablet,0
711b6731-ccf4-431d-8350-69ff64eaf252,U4641,519.04,atm,credt,2025-02-03T16:15:06,Frost Inc,,mobile,0
9fea5c9a-1087-41f0-b332-f0edc83a6c19,U7583,292.71,ATM,credt,2025-02-28T18:37:59,"Peters, Mcdowell and Mathis",,,0
5f972d53-4bef-4ca9-b854-a98a1a827a2f,U3945,126.9,swipe,credit,2025-03-08T13:07:52,Yates Ltd,,,0
849eb29d-ff50-4fa0-9463-80172a8c92de,U8925,104.0,Onlne,credit,2025-04-09T05:02:10,"Martinez, Whitehead and Mata",Zunigaville,Mobile,0
23576c4e-e07d-42d7-b0c0-8b3a15a9ccaa,U5470,60.92,ATM,credit,2025-02-15T12:00:45,Martinez-Crosby,,desktop,0
82632fb0-932b-450d-9e0d-1befd6a995e6,U6067,57.89,online,Credit,2025-02-11T18:00:10,,Lake Vincent,,0
c283dc36-17b2-4a8e-a61e-f3104f53eb73,U1746,36.4,atm,debit,2025-02-06T14:22:14,"Dixon, Miller and Warren",,dsk,0
9d9d712b-a81a-4b04-9d0d-b0965c3a68ab,U9037,130.65,swpie,credt,2025-03-25T17:24:41,Mckinney-Hardy,Port Andreaside,Mobile,0
59c5cd24-b560-4a32-aeac-b21bf0eeed06,U5852,195.25,ATM,debit,2025-01-18T09:44:13,"Moore, Warren and White",Lauraland,dsk,0
3c100b5d-516a-491a-b712-2a90c42b66a4,U2425,156.94,ATM,credit,2025-03-02T07:31:26,"Roberts, Washington and Haas",Davidburgh,tablet,0
f83b8115-e074-4e92-afdf-acea2810a90a,U1066,,swipe,dbit,2025-01-13T10:55:49,,,,0
26d8c71c-0f9c-42cf-9c13-74e42ef012cd,U5264,94.76,online,credit,2025-03-15T12:43:13,Hobbs PLC,Christopherside,,0
84a1c5e9-ef12-45a3-9c8b-0dce53821201,U2756,81.53,online,,2025-01-25T00:01:39,Bailey and Sons,Wrightside,desktop,0
1019184f-8f2f-465b-9f49-0d8d4b4f9387,U3701,1.75,online,debit,2025-01-30T19:31:46,,,mobile,1
49c91620-c473-454b-9f5a-469a56456a24,U6331,33.86,atm,dbit,2025-04-14T08:49:06,,Melindaburgh,tablet,0
eb0ce5bd-dc4a-460e-a8fb-32c1c048be51,U1081,59.4,swipe,Credit,2025-04-07T08:07:06,,,mobile,0
2389e573-fc0d-458e-854a-d427bdf13cd9,U1800,12.82,ATM,Debit,2025-03-19T15:53:10,"Osborne, Anderson and Meyers",Fergusonburgh,dsk,0
e0d6493a-0ec3-4e84-b21b-0ec35179e63a,U1778,65.87,Onlne,dbit,2025-01-15T19:04:22,Green-Haas,,tablet,0
1a64fcb5-15f2-4dcd-97ed-4a1fb6d569ba,U2280,,ATM,credt,2025-01-06T09:44:54,"King, Moore and Klein",South Scott,desktop,0
73f0a967-bf01-4c4b-9ad3-00f69b3ffbb5,U8618,51.9,ATM,credit,2025-01-25T07:18:45,"Perry, Odonnell and Andrews",Ortizberg,Mobile,0
a64fdc46-2273-4d6c-8b8b-54ba33016e6b,U9229,,swpie,dbit,2025-02-23T12:15:51,Waters-White,West Jesseville,Mobile,0
43fbe323-276f-4fc0-9fd1-c9a22eac947e,U9789,80.85,swpie,debit,2025-03-04T20:07:46,Marshall Group,West Michaelbury,Mobile,0
e82bc436-33f5-4ff4-9946-9db4f81d3ff4,U6965,14.11,Onlne,Debit,2025-04-07T03:17:21,,,mobile,0
1269e80a-915c-4c89-a4bb-c536e24475bd,U3116,431.72,online,credt,2025-03-31T08:25:00,Lee-Johnson,,mobile,0
76544930-d39c-4705-bb01-ed99c17ec574,U4074,39.27,online,Debit,2025-01-20T22:53:55,"Romero, Peterson and Cole",,Mobile,0
15da7cc9-fc2d-4f1c-9dba-ff3cb967ed79,U7573,52.26,swpie,debit,2025-03-15T16:22:04,Lowe-Obrien,North Stephanie,mobile,0
70b43fbd-a841-41b9-b489-5dd8db9cb42d,U9743,46.88,online,credit,2025-02-12T16:55:05,Austin and Sons,Travishaven,mobile,0
f4a7564a-c5b0-4003-9f80-53043f2a87cb,U5465,19.92,ATM,Credit,2025-01-26T19:50:01,Pena-Brown,,Mobile,0
2a48bdb6-6f42-4398-af28-7395df1feeba,U1859,32.16,ATM,credt,2025-01-15T15:58:06,"Lewis, Butler and Hayes",,Mobile,0
01ed8088-bfd0-4f59-bc43-e71f038dda4a,U3234,149.35,online,credt,2025-04-12T14:20:11,Monroe-Nash,Jessicaland,tablet,0
d4e25583-fbdb-4921-ac96-be89d1337892,U7600,285.99,atm,debit,2025-01-09T08:50:15,"Dawson, Allen and Guerrero",North James,mobile,0
1e870266-f145-4655-92a3-9ed6ef10f757,U9775,166.3,online,Debit,2025-03-14T18:51:34,Boyd-Brewer,Bernardport,dsk,0
d196aa13-fc2e-43da-997c-4d30b527ac10,U1660,95.61,swpie,dbit,2025-02-06T07:35:47,,,,0
0c2ea799-87c5-4e9d-bd11-7c6f739a52dd,U8814,107.75,atm,debit,2025-01-15T10:47:22,Blair Ltd,,mobile,0
93dc09ac-e487-4a45-853f-723f86b61fec,U7265,12.7,Onlne,Debit,2025-03-26T07:35:58,Bennett-Griffith,,Mobile,0
f925391a-3327-4cf0-9051-67de11a4bb0a,U5938,99.41,online,Debit,2025-03-05T23:35:12,Davis Ltd,West Meghantown,dsk,0
4ae5056e-8809-4917-a30a-4bd5c5c521ed,U7991,16.14,swipe,debit,2025-01-09T12:39:53,"Martin, Ramirez and Hood",,tablet,0
d5f5e3bc-2087-4af9-a1be-4a406e29558e,U3608,37.61,,Debit,2025-03-20T05:33:26,,Amyton,mobile,0
e2029ba8-bfbf-4f01-bd1c-7e0924acfb15,U8785,16.11,swipe,Credit,2025-03-05T16:31:09,Young Group,Perezfort,mobile,0
7c7e5fe7-62ff-458a-b17e-a0f95999814f,U1534,114.32,swipe,Debit,2025-03-18T13:15:37,"Durham, Warner and Foster",Carolynland,Mobile,0
e5b443af-d59c-4cfc-a55a-bc6f8097aaf4,U9776,182.22,swipe,debit,2025-02-13T22:54:04,"Goodwin, Mccall and Holmes",,tablet,0
c42ce4cc-30ba-429f-8340-4c3a6e23ad0c,U3910,16.14,Onlne,dbit,2025-03-11T12:23:47,Turner Ltd,,mobile,0
ae02df66-f140-48e4-949e-13fc6e3d5e29,U3419,258.55,swipe,credt,2025-02-04T14:52:31,,,desktop,0
12b3f62e-e9c9-4464-83f0-6a84aec3e406,U3622,25.81,Onlne,Credit,2025-04-07T22:34:00,"Fisher, Johnson and Lucero",,,0
f0b658cd-7767-46d7-9a3b-6913a967d23a,U8970,48.75,atm,credt,2025-04-13T02:24:17,"Clark, Hansen and Parrish",Middletonfort,tablet,0
46e135da-ff4c-494f-a140-40d8280b3733,U4863,150.72,atm,,2025-04-12T21:37:40,"Leblanc, Fisher and Martin",North Lee,dsk,0
c3aad971-582a-4987-8e8d-56738774c41d,U3167,75.43,,credt,2025-04-01T04:09:41,Hawkins and Sons,East Karenburgh,tablet,0
bd64dfd2-34a7-46b0-8e27-e44c48df8311,U4990,109.0,atm,credit,2025-04-10T09:28:29,,,tablet,0
767f5d89-cd55-40eb-a754-d0a649c1cd1b,U1510,65.51,Onlne,Debit,2025-04-15T08:04:12,,,Mobile,0
6cf47ff2-b45a-449a-a9cc-531c05cb34db,U8460,42.78,ATM,Credit,2025-02-24T14:33:05,,Scottmouth,desktop,0
5ead10d3-88b9-49a1-b97a-4686650ec01b,U1338,64.83,Onlne,credit,2025-02-03T10:11:44,"Davis, Avery and Mueller",North Jackport,Mobile,0
839d5557-76e7-487e-bf61-f2cc1ecc7315,U8260,78.58,Onlne,credt,2025-01-24T03:51:57,,Webbview,,0
e295a89d-ac5a-40b3-b8b4-e26977f8e0cc,U8258,32.66,Onlne,credt,2025-02-04T00:57:09,Henson-Reynolds,,mobile,0
72cbba32-9c6e-4da5-bcd1-d989a6ca47dd,U5119,9.23,ATM,dbit,2025-03-19T20:27:03,Santos-Mendez,,desktop,0
b217e825-d114-4066-a7fc-3fd59d4837ff,U6695,38.27,atm,credit,2025-04-06T07:03:11,Estes Group,Patelchester,desktop,0
76bd0c2e-fbd4-4ebc-8eda-37fb3f82e2bb,U6890,74.11,online,debit,2025-02-03T00:09:10,"Taylor, Brown and Roberts",West Lisa,mobile,0
70208209-2d6b-4905-bad8-d44673040db2,U3087,29.09,ATM,,2025-04-14T13:54:25,,Lake Jacobton,,0
7de74388-a3a0-4793-905a-f1abbfb456a6,U1155,29.94,Onlne,credit,2025-02-02T16:07:18,,Sheilamouth,,0
6786ca49-e896-40f4-836b-b63793a53803,U2517,225.1,Onlne,Credit,2025-03-18T03:40:25,Ferrell-Davis,,desktop,0
ce0391eb-cb1b-4d6c-b6cb-cdfeb1e0c7aa,U6665,483.63,online,Credit,2025-02-17T04:39:02,,,mobile,0
ebd96baf-dcdd-4d0c-846c-7ac97e917cac,U4926,86.69,atm,Debit,2025-03-16T19:47:39,Chavez-Cox,Marshallshire,mobile,0
12689d25-e637-467e-9d90-cd2e2c34ef23,U8966,,swipe,dbit,2025-01-02T01:41:02,,Brewerton,,0
ed6e6ee8-cd02-4827-ba6a-776a278d7b1b,U3422,,swpie,Credit,2025-01-25T14:48:13,Hernandez Ltd,,,0
3b1c08d4-a658-49f0-8796-7eb29b9bf8bf,U7854,167.19,atm,Debit,2025-03-22T19:18:46,"Duffy, Thompson and Galvan",Port Kimberlyland,,0
d54ffb04-038d-46e5-aec1-1c2a9d8d22c5,U4941,114.29,ATM,Credit,2025-03-29T23:19:14,Barton-Wright,,mobile,0
a91fefa2-2798-42a4-9c19-24d2bff840f1,U7392,143.11,Onlne,credit,2025-02-12T03:10:01,Willis-Young,Charlesmouth,tablet,0
434bd8ef-b358-44c6-b906-bdb3691a8703,U3110,277.72,online,Debit,2025-01-12T19:01:03,Baldwin-Blake,New Timothy,tablet,0
fa80a4ad-511d-4cac-8e7c-e407f375e87b,U8550,22.22,swpie,Credit,2025-02-07T01:07:30,Meyer Inc,,mobile,0
b4637da2-1043-4f98-bb3c-fca2ed59c1c2,U8152,65.44,swpie,Debit,2025-01-21T14:54:41,Collins-Barker,Thomasland,desktop,0
9957ef6f-092f-4e1a-b2f6-63b268405adc,U7132,42.34,atm,credit,2025-02-25T22:20:17,Miller-Harris,Jacksonton,,0
7fcbe31a-93fb-4722-931d-3411ff731b5e,U7892,220.03,swipe,credit,2025-03-19T08:48:27,,,tablet,0
9d50f012-b5ec-4310-ad8f-ac9591c89c6f,U5798,6.51,Onlne,debit,2025-01-10T09:04:39,Cortez-Ball,,mobile,0
4548fca7-646a-4dda-b26d-32e0f3da56b1,U2573,102.12,atm,Debit,2025-04-15T06:02:15,Steele-Hunt,Poolestad,dsk,0
fd7e1f4b-155f-4ca3-891b-1e1d079c6853,U2893,2.33,Onlne,Credit,2025-01-01T10:57:37,"Gibbs, Martinez and Craig",Davisfurt,mobile,0
0d2bc388-b5aa-4896-a0bb-a88b2c8aa7ce,U2746,46.98,atm,credit,2025-02-02T14:24:05,"Kaiser, Ayala and Hubbard",,desktop,0
89194f6d-fa71-410c-9280-75315f5e5c44,U2371,32.28,online,,2025-01-24T22:52:43,"Kennedy, Martinez and Barr",,desktop,0
ce2a9078-c9c9-49d9-807e-21cbf5e2a1d9,U3943,90.75,ATM,credit,2025-04-04T18:46:40,Newman-Potts,Sarafurt,desktop,0
57a3c870-c590-4a2c-aaef-c55b7165d5d9,U1231,,Onlne,debit,2025-03-11T12:50:36,,Lake Margaret,,0
ed2310c9-9097-4b55-aa34-c09f1900ad66,U2123,133.16,atm,debit,2025-02-03T20:35:54,,,mobile,0
1ee5c673-b2f3-426e-ad17-8ac8c885ae9e,U5698,135.59,atm,credit,2025-03-26T11:57:29,Lutz and Sons,Lake Christopherland,mobile,0
4105e750-b372-4cb6-ab5e-84ceb6ae5feb,U6931,1.45,ATM,debit,2025-04-02T03:09:09,Payne and Sons,,,0
7c929803-083a-4919-b35a-30291815c277,U3339,16.54,Onlne,dbit,2025-01-23T05:20:08,Weaver and Sons,East Mark,,0
ca0b47ca-9972-4a6f-bce6-15cc5b274a4a,U2854,30.83,ATM,Credit,2025-03-01T22:51:58,Brown-Owens,North Caleb,desktop,0
119cec77-8118-481c-994d-81387ade19e6,U9187,184.97,swipe,Credit,2025-03-28T02:57:00,Collins Inc,,dsk,0
e7af403e-4eca-4ed6-829b-a2bd4518bd93,U9383,274.08,swipe,Debit,2025-02-05T15:49:22,George-Boyd,Luisville,tablet,0
ed7b28d7-08fb-4e23-b5b1-1f9670c824bd,U6632,17.52,online,Credit,2025-02-16T19:54:07,,,mobile,0
caeab852-2653-4239-8c11-559b899f0bb7,U1824,30.35,Onlne,debit,2025-01-17T19:06:38,Benton LLC,,desktop,0
65b33b61-5adc-4cc6-a0fb-293e134ce9f2,U1899,16.74,swpie,credt,2025-01-29T10:16:56,Odom Inc,,,0
554d391b-d5d7-4f64-81cf-f00f3fc18163,U7985,219.52,swipe,credt,2025-01-07T06:39:38,Rodriguez and Sons,,tablet,0
04fc9b69-e817-40aa-9a5a-921af31e4882,U4617,81.68,swipe,credt,2025-03-27T00:49:40,Gardner-Spears,,dsk,0
661ab1e9-d5dd-4ded-b513-0208adbb7f57,U8242,3.31,Onlne,debit,2025-02-28T12:11:44,Bates PLC,Lake Joseph,desktop,0
d9a72f30-8f2c-4b4b-92ae-41cd7c57d40e,U1870,291.35,online,credit,2025-02-21T10:45:34,"Stevens, Cook and Mason",Rebeccastad,,0
b051d0b0-33fd-4a39-8fb7-3cfe1dd813ea,U7953,28.75,atm,debit,2025-03-05T01:49:53,"Cooper, Garcia and Taylor",Lake Laurenbury,mobile,0
4ba43cac-dded-4dbf-909c-05c2f29ea40d,U4627,94.28,online,dbit,2025-03-14T23:19:05,,,dsk,0
8b9a56b6-bcf0-4c7d-8dad-b4869262966f,U5922,36.06,swipe,,2025-03-31T23:18:34,,Meganhaven,tablet,0
3d26cecf-5e82-4b95-9cf2-845934ca5a99,U7743,4.19,ATM,credt,2025-02-28T05:05:49,,,Mobile,0
52a62e51-3ebd-4da3-bbaa-a8bd6e1659d2,U3409,55.3,atm,Debit,2025-01-22T17:48:47,Lawson-Vargas,,mobile,0
c70ff790-7073-4e1b-8b3c-abaa13ec13db,U2475,133.61,online,debit,2025-03-05T13:43:21,Green-Stevens,,dsk,0
076944e7-a01a-4265-805f-8a9ab7813541,U2525,7.87,ATM,credt,2025-02-12T07:00:25,,,mobile,0
c4f605c6-4983-4f35-aef2-8875368419fd,U9584,41.47,swpie,credit,2025-04-03T04:24:19,"Henderson, James and Davila",,mobile,0
65ce7e5c-8052-43ce-a6fe-cbf80e987db2,U5391,380.0,Onlne,credt,2025-03-30T22:15:30,"Richardson, Pearson and Williams",Chenstad,mobile,0
979998eb-86c4-48a7-a9d6-aa472ddb9efd,U2028,134.67,swpie,credt,2025-04-16T05:27:44,"Stewart, Hall and Olson",Ralphhaven,tablet,0
6f45fa41-192d-41b5-b5b6-7add76146c47,U1368,133.96,online,debit,2025-03-05T18:29:20,,,dsk,0
a54fe3f0-040a-4738-aa9d-d0c1f5fb22ac,U2108,29.65,ATM,credt,2025-03-28T07:49:54,,,desktop,1
f327cf78-4ed1-4419-8e4c-71854860238b,U4750,140.62,swipe,Credit,2025-02-18T04:42:02,,East Monicaborough,tablet,0
1e1053cd-2977-4d54-98e9-5653957ba4e8,U6158,42.22,swpie,dbit,2025-03-24T19:34:26,Becker Ltd,,mobile,0
66e09e11-30e9-45e0-8ba5-e4cc21af258a,U4056,142.18,ATM,dbit,2025-02-20T19:02:07,,South Evelyn,,0
13f276c9-7cc9-4d89-aa3c-5d0fa95be2f2,U1325,31.67,swipe,debit,2025-02-07T13:39:38,,,tablet,0
621d7180-8829-48db-8172-25c8d1314d51,U1601,84.21,swipe,dbit,2025-02-17T06:38:29,,,,0
bf824ee2-4117-4ebf-8230-7ad913b9c13d,U5494,19.76,online,credt,2025-02-09T10:37:06,Hawkins-Ramirez,North Barbaraville,mobile,0
de382fba-36bd-447e-9118-79d9be545770,U2127,19.5,Onlne,dbit,2025-03-19T12:05:13,Gomez Ltd,North Austinchester,tablet,0
6b78e1af-ec7d-4826-98ab-1297df2d2869,U8347,32.56,atm,credit,2025-01-06T11:55:03,Porter-Burch,Simsview,dsk,0
aa721879-69f3-4cb8-bbbf-84538b2e23a2,U7566,43.46,Onlne,credt,2025-01-04T02:34:14,,West Amyberg,mobile,0
f982020c-23d6-435d-a353-1e7dfc5ea905,U7557,0.58,Onlne,dbit,2025-02-20T12:55:59,,West Mariahfort,Mobile,0
84090928-eced-4dad-9870-e76f2406a612,U3806,263.88,online,credit,2025-01-28T05:39:54,"Taylor, Blackburn and Richards",,mobile,0
4a072938-859e-45a5-b1c8-5f94abb2d8aa,U9806,7.71,,Debit,2025-01-05T03:13:59,Perez-Calderon,,mobile,0
90a5d43e-6bee-4193-9781-7af12286a25f,U8988,90.26,Onlne,credt,2025-01-23T19:10:00,"Ho, Bender and Andrews",,,0
32c612b8-e269-423f-9e30-b622b0342fe2,U6833,9.19,ATM,Credit,2025-03-15T12:13:48,Smith-Garrison,Pagemouth,mobile,0
33009ecb-5712-432d-ac45-a006b862999c,U5919,29.91,Onlne,Debit,2025-03-24T00:07:41,Mcdaniel-Sanchez,Port Jennifer,,0
3e91f8d9-3c47-4f57-8bd0-63340fac08dd,U8560,252.15,swipe,dbit,2025-04-12T00:30:20,"Ortega, Simmons and Doyle",South Zacharyfort,desktop,0
ee788576-6767-4f1c-9f91-19b25634fd79,U6287,150.88,ATM,Credit,2025-03-27T20:18:09,"Reid, Allen and Richardson",Lake Craig,,0
37f84359-8ccc-4a17-8ff3-c57f1e99c494,U9628,41.68,atm,credit,2025-03-25T00:09:26,Miller Ltd,Estradaton,mobile,0
d07150cd-77f5-4616-bc7a-3088921db054,U3596,22.07,swpie,Debit,2025-01-30T06:11:09,Hoffman Ltd,Paulland,mobile,0
aeb80296-368b-43a6-a5ae-afedc874551e,U6440,38.52,atm,credt,2025-03-31T04:37:10,,,desktop,0
c0361056-1e92-425b-82c6-cd19239f6a52,U7161,47.05,swpie,debit,2025-04-09T23:22:02,Love LLC,North Julia,Mobile,0
cd2d5b26-249e-41c8-8935-4e96048e5458,U2675,26.6,swpie,Debit,2025-02-21T05:07:54,,Cohenfurt,,0
50b6438b-7842-4d09-8b09-d122e1a166e2,U2185,120.7,ATM,debit,2025-02-17T08:33:44,"Leon, Allen and Young",,dsk,0
fd7dbc91-2a6e-4be9-b6c7-b3078f2cdc1a,U8722,40.68,atm,credit,2025-01-24T03:12:04,,,,0
14a2bd73-7db7-4628-afdc-0f7accd1456c,U2526,31.98,,credt,2025-03-27T09:05:34,Peters PLC,North Sarah,tablet,0
c9f79bae-bf73-4ae5-92ec-76398da37757,U3594,239.77,atm,credt,2025-02-09T14:34:29,,,mobile,0
76a07671-1dc6-450b-a34d-70ca8f9818cb,U8794,85.92,ATM,Debit,2025-02-05T22:13:26,Gillespie Inc,Mccarthyfurt,desktop,0
9caf0e8c-63f9-420c-8f1e-76badf6d95f4,U6566,163.87,Onlne,credit,2025-02-01T11:45:37,,,dsk,0
0c7de242-91fe-460f-8e6d-8e6351fac6a2,U7965,,ATM,Credit,2025-03-08T19:52:57,Shepard-Day,,mobile,0
5786b335-3d80-4f87-b729-6650c58c00b4,U4330,79.31,Onlne,dbit,2025-02-20T08:24:09,,,tablet,0
eb2ca906-37f8-4d94-913f-4854643bfc34,U5773,36.53,ATM,Debit,2025-02-10T15:17:09,,Robertfort,mobile,0
bb0a5450-b48a-4297-97e9-346f69d8c3f5,U6443,25.84,atm,dbit,2025-02-12T18:40:54,"Gill, Perez and Jones",Bellstad,tablet,0
d7ef338e-7996-4569-b381-1e21448974dc,U1849,235.97,online,debit,2025-03-11T19:36:48,"Olson, Barajas and Haynes",North Richardmouth,desktop,0
d6195363-8d17-4f2b-96e7-f0bd05539f0a,U4766,661.06,Onlne,Debit,2025-04-05T01:07:58,Ware Inc,West Stephanie,Mobile,0
73b11bc7-4b06-4aaf-8524-307abba94b72,U7034,67.12,Onlne,dbit,2025-03-01T06:23:26,,North Krystalhaven,tablet,0
348f9531-2309-43ec-bb6a-2d736d0ed8cb,U9541,,swipe,debit,2025-02-27T05:07:21,,,Mobile,0
a34c2b93-2644-4bf0-9ba0-887fe6da7fb8,U3953,60.18,atm,Credit,2025-01-31T15:55:01,Smith and Sons,,dsk,0
0a25b111-a9b0-43ad-b389-e13df064accc,U7491,26.29,swipe,Credit,2025-02-10T05:25:40,,,mobile,0
b99befde-3929-4e06-a2c3-6fd6bcf46a4d,U2292,73.74,ATM,dbit,2025-04-12T20:28:00,,,,0
5c991a80-d0ec-4e35-8a91-bdb2f9d84bce,U5661,3.97,ATM,Credit,2025-02-26T23:18:14,,,dsk,0
5518507f-542e-455b-a605-c56d246f6ab1,U9871,128.08,swpie,credit,2025-01-15T02:58:14,Jenkins LLC,,desktop,0
e4177a5a-fb5a-4215-8311-2f6ff321cdc7,U9819,,online,credit,2025-03-21T14:16:58,Harvey-Underwood,Melissastad,Mobile,0
cb196ed8-9890-4577-8374-f8cbc4161059,U2086,555.89,Onlne,Debit,2025-03-18T08:18:55,,Martinville,Mobile,0
5b4f778c-a3c4-4a8e-9685-df2270c58b6d,U9810,220.65,swpie,credt,2025-02-02T13:45:00,,New Laurachester,tablet,0
722dd286-a88d-477f-bd80-65cdda801aea,U1460,23.94,swpie,credit,2025-04-16T06:05:28,"Stevens, Clark and Clarke",Shelbyberg,desktop,0
79813e38-f0aa-4f26-9005-c2dab6d3881a,U6864,23.02,atm,debit,2025-03-29T23:44:35,Nelson Group,Bonillahaven,dsk,0
afee0526-1258-41bf-8762-564162d5e38b,U4689,90.84,ATM,credt,2025-03-30T15:26:47,,Reynoldsfort,,0
4b7fbb98-2000-4c5a-8e25-2f6a8fe9432c,U3993,199.48,Onlne,dbit,2025-02-01T15:23:19,Peterson-West,Susanport,tablet,0
2625fc33-d2aa-4bdb-a9a5-0f0e79529fd3,U5723,66.11,online,credt,2025-04-14T18:04:35,,Lopezberg,desktop,0
c9c11a4c-4d5c-41c9-ab46-cbe8460dbd63,U7999,204.95,swipe,credt,2025-03-13T21:45:24,,,Mobile,0
